trace_mode,start_hour,policy,region_set,per_region_cap,total_capacity,deadline_margin_h,total_gco2,dynamic_gco2,attributed_gco2,total_kwh,dynamic_kwh,attributed_kwh,requests,vm_hours,gco2_per_vm_hour,dynamic_gco2_per_vm_hour,attributed_gco2_per_vm_hour,deadline_violations,violation_rate,mean_overrun_h,mean_deferral_h,max_region_share,peak_concurrency,hosts_per_region,peak_active_hosts,plan_ms,misplaced_vms,uncreated_vms,cloudlets_finished,placement_valid
real,0,round-robin,us,12,84,6,11715462.4263,118811.6508,1858538.1651,42486.8012,444.6530,6924.2168,1000,28129.00,416.490541,4.223814,66.071960,0,0.0000,0.000,0.000,0.1430,70,34,72,36.78,0,0,1000,true
real,0,space,us,12,84,6,11690981.9503,94201.7350,1511478.5486,42486.8012,444.6527,6924.2053,1000,28129.00,415.620248,3.348919,53.733817,0,0.0000,0.000,0.000,0.5270,70,34,72,9.44,0,0,1000,true
real,0,space+time,us,12,84,6,11688569.8480,92890.6404,1483930.8491,42486.8189,444.6527,6922.8742,1000,28129.00,415.534496,3.302309,52.754483,0,0.0000,0.000,4.595,0.5320,67,34,70,11.21,0,0,1000,true
real,0,time@BPAT,us,12,84,6,11690196.2478,93820.2368,1498395.5180,42486.8019,444.6526,6922.0900,1000,28129.00,415.592316,3.335356,53.268709,0,0.0000,0.000,2.687,0.5320,70,34,71,6.46,0,0,1000,true
real,0,time@CISO,us,12,84,6,11695753.3314,100295.5520,1601614.0274,42486.8017,444.6526,6922.4158,1000,28129.00,415.789873,3.565557,56.938179,0,0.0000,0.000,2.994,0.5760,69,34,70,2.03,0,0,1000,true
real,0,time@ERCO,us,12,84,6,11703456.2459,108387.0073,1704029.7270,42486.8010,444.6525,6921.7454,1000,28129.00,416.063715,3.853212,60.579108,0,0.0000,0.000,2.899,0.5900,69,34,71,3.11,0,0,1000,true
real,0,time@ISNE,us,12,84,6,11692878.6990,97629.1900,1633942.1249,42486.8167,444.6526,6921.9139,1000,28129.00,415.687678,3.470766,58.087459,0,0.0000,0.000,2.698,0.5510,69,34,71,4.82,0,0,1000,true
real,0,time@NYISO,us,12,84,6,11688978.9797,93499.2152,1539453.5800,42486.8013,444.6527,6921.8802,1000,28129.00,415.549041,3.323944,54.728344,0,0.0000,0.000,2.730,0.5510,69,34,71,3.30,0,0,1000,true
real,0,time@PJM,us,12,84,6,11699740.8976,104816.4496,1683336.5269,42486.8170,444.6526,6922.4275,1000,28129.00,415.931633,3.726277,59.843454,0,0.0000,0.000,2.813,0.5560,69,34,71,2.50,0,0,1000,true
real,0,time@FPL,us,12,84,6,11705804.0567,110107.2638,1724917.6695,42486.8013,444.6525,6921.7573,1000,28129.00,416.147181,3.914368,61.321685,0,0.0000,0.000,2.614,0.5280,68,34,71,2.50,0,0,1000,true
