trace_mode,start_hour,policy,region_set,per_region_cap,total_capacity,deadline_margin_h,total_gco2,dynamic_gco2,attributed_gco2,total_kwh,dynamic_kwh,attributed_kwh,requests,vm_hours,gco2_per_vm_hour,dynamic_gco2_per_vm_hour,attributed_gco2_per_vm_hour,deadline_violations,violation_rate,mean_overrun_h,mean_deferral_h,max_region_share,peak_concurrency,hosts_per_region,peak_active_hosts,plan_ms,misplaced_vms,uncreated_vms,cloudlets_finished,placement_valid
real,0,round-robin,eu,11,55,6,14321831.8956,153076.9062,2380340.1959,42840.0971,444.6531,6923.0290,1000,28129.00,509.148277,5.441960,84.622283,222,0.2220,4.106,5.564,0.2150,55,48,61,30.69,0,0,1000,true
real,0,space,eu,11,55,6,14291755.6020,122998.8226,1860182.6466,42840.0967,444.6528,6922.5126,1000,28129.00,508.079050,4.372670,66.130422,222,0.2220,4.106,5.564,0.3510,55,48,61,3.38,0,0,1000,true
real,0,space+time,eu,11,55,6,14280617.9449,112128.1890,1854054.2152,42840.1087,444.6529,6921.5266,1000,28129.00,507.683101,3.986213,65.912553,244,0.2440,5.208,10.111,0.3580,55,48,60,6.55,0,0,1000,true
real,0,time@SE,eu,11,55,6,14286112.6029,117401.0094,1892234.3936,42840.0964,444.6527,6921.3615,1000,28129.00,507.878439,4.173665,67.269878,226,0.2260,4.428,7.326,0.3560,55,48,60,2.54,0,0,1000,true
real,0,round-robin,eu,17,85,6,14322410.9663,153721.5024,2378710.2816,42840.0966,444.6530,6924.3977,1000,28129.00,509.168864,5.464876,84.564339,0,0.0000,0.000,0.000,0.2010,70,48,72,1.23,0,0,1000,true
real,0,space,eu,17,85,6,14250198.4822,81645.5999,1409371.6672,42840.0965,444.6527,6924.3134,1000,28129.00,506.601674,2.902542,50.103867,0,0.0000,0.000,0.000,0.6610,70,48,72,1.83,0,0,1000,true
real,0,space+time,eu,17,85,6,14247216.7351,78641.3548,1336622.8661,42840.1149,444.6526,6922.5221,1000,28129.00,506.495671,2.795739,47.517611,0,0.0000,0.000,4.335,0.6740,68,48,71,7.57,0,0,1000,true
real,0,time@SE,eu,17,85,6,14249076.3777,79756.7856,1353105.6665,42840.1149,444.6526,6922.0540,1000,28129.00,506.561782,2.835394,48.103582,0,0.0000,0.000,3.245,0.6740,69,48,70,1.43,0,0,1000,true
real,0,round-robin,eu,28,140,6,14316111.9071,147482.7138,2427523.1960,42840.0970,444.6530,6924.3931,1000,28129.00,508.944929,5.243084,86.299662,0,0.0000,0.000,0.000,0.2000,70,48,72,0.52,0,0,1000,true
real,0,space,eu,28,140,6,14215716.9708,47144.5816,820638.5675,42840.0965,444.6527,6924.1398,1000,28129.00,505.375839,1.676013,29.174111,0,0.0000,0.000,0.000,0.8730,70,48,72,1.65,0,0,1000,true
real,0,space+time,eu,28,140,6,14211052.9961,42252.3160,749968.8708,42840.1059,444.6527,6924.3180,1000,28129.00,505.210032,1.502091,26.661768,0,0.0000,0.000,3.581,0.8880,70,48,72,9.05,0,0,1000,true
real,0,time@SE,eu,28,140,6,14211454.1567,42387.1332,752372.2620,42840.0983,444.6527,6923.8737,1000,28129.00,505.224294,1.506884,26.747210,0,0.0000,0.000,3.265,0.8880,69,48,70,2.54,0,0,1000,true
real,0,round-robin,eu,70,350,6,14316111.9071,147482.7138,2427523.1960,42840.0970,444.6530,6924.3931,1000,28129.00,508.944929,5.243084,86.299662,0,0.0000,0.000,0.000,0.2000,70,48,72,0.50,0,0,1000,true
real,0,space,eu,70,350,6,14185633.4245,17150.7665,245721.5841,42842.0959,446.6521,6384.4829,1000,28129.00,504.306354,0.609718,8.735525,0,0.0000,0.000,0.000,1.0000,70,48,48,1.89,0,0,1000,true
real,0,space+time,eu,70,350,6,14186081.1070,17104.9271,242565.7707,42841.9176,446.4739,6315.3218,1000,28129.00,504.322269,0.608089,8.623334,0,0.0000,0.000,2.664,1.0000,70,48,48,9.65,0,0,1000,true
real,0,time@SE,eu,70,350,6,14186081.1070,17104.9271,242565.7707,42841.9176,446.4739,6315.3218,1000,28129.00,504.322269,0.608089,8.623334,0,0.0000,0.000,2.664,1.0000,70,48,48,2.23,0,0,1000,true
real,0,round-robin,eu,11,55,12,14321831.8956,153076.9062,2380340.1959,42840.0971,444.6531,6923.0290,1000,28129.00,509.148277,5.441960,84.622283,175,0.1750,2.868,5.564,0.2150,55,48,61,1.50,0,0,1000,true
real,0,space,eu,11,55,12,14291755.6020,122998.8226,1860182.6466,42840.0967,444.6528,6922.5126,1000,28129.00,508.079050,4.372670,66.130422,175,0.1750,2.868,5.564,0.3510,55,48,61,1.64,0,0,1000,true
real,0,space+time,eu,11,55,12,14287158.3167,118332.3621,1973809.9193,42840.1181,444.6528,6921.6356,1000,28129.00,507.915614,4.206775,70.169929,223,0.2230,4.645,14.629,0.4790,55,48,62,9.16,0,0,1000,true
real,0,time@SE,eu,11,55,12,14287156.1702,118339.8356,2008904.2522,42840.0981,444.6527,6920.7380,1000,28129.00,507.915538,4.207040,71.417550,198,0.1980,3.740,10.678,0.4930,55,48,61,1.57,0,0,1000,true
real,0,round-robin,eu,17,85,12,14322410.9663,153721.5024,2378710.2816,42840.0966,444.6530,6924.3977,1000,28129.00,509.168864,5.464876,84.564339,0,0.0000,0.000,0.000,0.2010,70,48,72,0.38,0,0,1000,true
real,0,space,eu,17,85,12,14250198.4822,81645.5999,1409371.6672,42840.0965,444.6527,6924.3134,1000,28129.00,506.601674,2.902542,50.103867,0,0.0000,0.000,0.000,0.6610,70,48,72,1.18,0,0,1000,true
real,0,space+time,eu,17,85,12,14241641.4780,72718.8415,1253528.1218,42840.1103,444.6527,6922.7375,1000,28129.00,506.297468,2.585191,44.563551,0,0.0000,0.000,8.999,0.6880,68,48,72,12.67,0,0,1000,true
real,0,time@SE,eu,17,85,12,14243070.4584,74205.7359,1273094.8452,42840.0997,444.6526,6922.1712,1000,28129.00,506.348269,2.638051,45.259158,0,0.0000,0.000,6.972,0.6880,70,48,71,1.76,0,0,1000,true
real,0,round-robin,eu,28,140,12,14316111.9071,147482.7138,2427523.1960,42840.0970,444.6530,6924.3931,1000,28129.00,508.944929,5.243084,86.299662,0,0.0000,0.000,0.000,0.2000,70,48,72,0.20,0,0,1000,true
real,0,space,eu,28,140,12,14215716.9708,47144.5816,820638.5675,42840.0965,444.6527,6924.1398,1000,28129.00,505.375839,1.676013,29.174111,0,0.0000,0.000,0.000,0.8730,70,48,72,1.45,0,0,1000,true
real,0,space+time,eu,28,140,12,14207367.4741,37964.0114,672590.5079,42840.1077,444.6528,6924.7341,1000,28129.00,505.079010,1.349640,23.910929,0,0.0000,0.000,7.701,0.8740,71,48,72,15.41,0,0,1000,true
real,0,time@SE,eu,28,140,12,14207514.3850,38263.0460,677698.3856,42840.1131,444.6528,6924.3714,1000,28129.00,505.084233,1.360270,24.092516,0,0.0000,0.000,6.982,0.8740,70,48,71,2.27,0,0,1000,true
real,0,round-robin,eu,70,350,12,14316111.9071,147482.7138,2427523.1960,42840.0970,444.6530,6924.3931,1000,28129.00,508.944929,5.243084,86.299662,0,0.0000,0.000,0.000,0.2000,70,48,72,0.19,0,0,1000,true
real,0,space,eu,70,350,12,14185633.4245,17150.7665,245721.5841,42842.0959,446.6521,6384.4829,1000,28129.00,504.306354,0.609718,8.735525,0,0.0000,0.000,0.000,1.0000,70,48,48,1.40,0,0,1000,true
real,0,space+time,eu,70,350,12,14186300.9217,17118.7296,235267.3588,42842.8562,447.4128,6131.1197,1000,28129.00,504.330084,0.608579,8.363872,0,0.0000,0.000,5.405,1.0000,70,48,48,16.57,0,0,1000,true
real,0,time@SE,eu,70,350,12,14186300.9217,17118.7296,235267.3588,42842.8562,447.4128,6131.1197,1000,28129.00,504.330084,0.608579,8.363872,0,0.0000,0.000,5.405,1.0000,70,48,48,3.30,0,0,1000,true
real,0,round-robin,eu,11,55,24,14321831.8956,153076.9062,2380340.1959,42840.0971,444.6531,6923.0290,1000,28129.00,509.148277,5.441960,84.622283,118,0.1180,1.205,5.564,0.2150,55,48,61,1.64,0,0,1000,true
real,0,space,eu,11,55,24,14291755.6020,122998.8226,1860182.6466,42840.0967,444.6528,6922.5126,1000,28129.00,508.079050,4.372670,66.130422,118,0.1180,1.205,5.564,0.3510,55,48,61,1.35,0,0,1000,true
