trace_mode,start_hour,policy,region_set,per_region_cap,total_capacity,deadline_margin_h,total_gco2,dynamic_gco2,attributed_gco2,total_kwh,dynamic_kwh,attributed_kwh,requests,vm_hours,gco2_per_vm_hour,dynamic_gco2_per_vm_hour,attributed_gco2_per_vm_hour,deadline_violations,violation_rate,mean_overrun_h,mean_deferral_h,max_region_share,peak_concurrency,hosts_per_region,peak_active_hosts,plan_ms,misplaced_vms,uncreated_vms,cloudlets_finished,placement_valid
real,0,round-robin,us,8,56,6,11739060.9705,142528.6288,2121434.5057,42564.5340,522.3858,7736.8034,1000,31332.00,374.666825,4.548980,67.708238,292,0.2920,11.266,13.194,0.1720,56,34,62,35.68,0,0,1000,true
real,0,space,us,8,56,6,11730404.4527,133867.1393,1972083.1135,42564.5339,522.3855,7736.6071,1000,31332.00,374.390542,4.272537,62.941501,292,0.2920,11.266,13.194,0.2000,56,34,62,6.65,0,0,1000,true
real,0,space+time,us,8,56,6,11728271.5972,133800.1049,1961190.9382,42564.5434,522.3857,7735.8191,1000,31332.00,374.322469,4.270398,62.593864,325,0.3250,12.423,17.494,0.2050,56,34,62,8.78,0,0,1000,true
real,0,time@BPAT,us,8,56,6,11730565.6851,134043.0336,1972805.3379,42564.5356,522.3855,7736.0282,1000,31332.00,374.395688,4.278151,62.964552,297,0.2970,11.223,13.814,0.1940,56,34,62,4.00,0,0,1000,true
real,0,round-robin,us,12,84,6,11732403.8855,135643.1947,2120375.6710,42564.5324,522.3857,7738.5313,1000,31332.00,374.454356,4.329222,67.674444,0,0.0000,0.000,0.000,0.1440,76,34,77,0.80,0,0,1000,true
real,0,space,us,12,84,6,11713185.6657,116438.5382,1821533.8403,42564.5337,522.3852,7738.0668,1000,31332.00,373.840983,3.716282,58.136533,0,0.0000,0.000,0.000,0.5310,76,34,77,2.88,0,0,1000,true
real,0,space+time,us,12,84,6,11711209.1578,115851.6631,1788099.8595,42564.5414,522.3854,7737.4701,1000,31332.00,373.777900,3.697551,57.069445,0,0.0000,0.000,4.520,0.5830,73,34,75,8.64,0,0,1000,true
real,0,time@BPAT,us,12,84,6,11712613.0733,116300.0369,1803109.2116,42564.5337,522.3852,7736.5393,1000,31332.00,373.822708,3.711861,57.548488,0,0.0000,0.000,2.876,0.5830,72,34,74,1.80,0,0,1000,true
real,0,round-robin,us,20,140,6,11739235.7872,142657.5548,2092142.1141,42564.5341,522.3856,7738.6977,1000,31332.00,374.672405,4.553094,66.773334,0,0.0000,0.000,0.000,0.1430,76,34,77,2.53,0,0,1000,true
real,0,space,us,20,140,6,11687432.6103,90626.5559,1432598.1941,42564.5339,522.3852,7738.0861,1000,31332.00,373.019042,2.892460,45.723165,0,0.0000,0.000,0.000,0.7520,76,34,77,6.17,0,0,1000,true
real,0,space+time,us,20,140,6,11686296.2297,89127.8045,1408715.3691,42564.5445,522.3855,7738.3586,1000,31332.00,372.982773,2.844625,44.960914,0,0.0000,0.000,4.043,0.8190,71,34,73,17.04,0,0,1000,true
real,0,time@BPAT,us,20,140,6,11686995.4833,89448.2658,1414870.4564,42564.5338,522.3853,7737.2490,1000,31332.00,373.005090,2.854853,45.157362,0,0.0000,0.000,3.390,0.8190,71,34,73,5.25,0,0,1000,true
real,0,round-robin,us,50,350,6,11739235.7872,142657.5548,2092142.1141,42564.5341,522.3856,7738.6977,1000,31332.00,374.672405,4.553094,66.773334,0,0.0000,0.000,0.000,0.1430,76,34,77,0.55,0,0,1000,true
real,0,space,us,50,350,6,11653103.9308,56358.3954,799915.7319,42566.7120,524.5633,7116.1146,1000,31332.00,371.923399,1.798749,25.530312,0,0.0000,0.000,0.000,0.9640,76,34,60,2.82,0,0,1000,true
real,0,space+time,us,50,350,6,11655278.8741,56010.8061,795473.2866,42566.6791,524.5302,7079.4581,1000,31332.00,371.992815,1.787655,25.388526,0,0.0000,0.000,3.072,0.9740,71,34,55,16.28,0,0,1000,true
real,0,time@BPAT,us,50,350,6,11655292.7863,56029.7240,795757.3683,42566.6791,524.5302,7079.3268,1000,31332.00,371.993259,1.788259,25.397593,0,0.0000,0.000,3.020,0.9740,71,34,55,2.88,0,0,1000,true
real,0,round-robin,us,8,56,12,11739060.9705,142528.6288,2121434.5057,42564.5340,522.3858,7736.8034,1000,31332.00,374.666825,4.548980,67.708238,289,0.2890,9.521,13.194,0.1720,56,34,62,3.25,0,0,1000,true
real,0,space,us,8,56,12,11730404.4527,133867.1393,1972083.1135,42564.5339,522.3855,7736.6071,1000,31332.00,374.390542,4.272537,62.941501,289,0.2890,9.521,13.194,0.2000,56,34,62,3.26,0,0,1000,true
real,0,space+time,us,8,56,12,11729914.8745,134860.5465,1963046.2147,42564.6638,522.3856,7735.6582,1000,31332.00,374.374916,4.304243,62.653077,287,0.2870,10.542,20.529,0.3070,56,34,62,11.16,0,0,1000,true
