trace_mode,start_hour,policy,region_set,per_region_cap,total_capacity,deadline_margin_h,total_gco2,dynamic_gco2,attributed_gco2,total_kwh,dynamic_kwh,attributed_kwh,requests,vm_hours,gco2_per_vm_hour,dynamic_gco2_per_vm_hour,attributed_gco2_per_vm_hour,deadline_violations,violation_rate,mean_overrun_h,mean_deferral_h,max_region_share,peak_concurrency,hosts_per_region,peak_active_hosts,plan_ms,misplaced_vms,uncreated_vms,cloudlets_finished,placement_valid
real,0,round-robin,us,12,84,6,11711340.3328,115146.7897,2020681.2776,42444.5010,402.3267,7390.0418,90,30378.00,385.520453,3.790466,66.517917,0,0.0000,0.000,0.000,0.1444,73,34,73,27.30,0,0,90,true
real,0,space,us,12,84,6,11687877.7698,91868.1676,1887760.4716,42444.5006,402.3265,7389.9569,90,30378.00,384.748100,3.024168,62.142355,0,0.0000,0.000,0.000,0.3000,73,34,73,9.82,0,0,90,true
real,0,space+time,us,12,84,6,11688249.5683,92056.2682,1894640.6517,42444.5005,402.3267,7390.7774,90,30378.00,384.760339,3.030360,62.368841,0,0.0000,0.000,3.289,0.2889,73,34,73,12.68,0,0,90,true
real,0,time@BPAT,us,12,84,6,11688330.8368,92239.1437,1898098.2811,42444.5003,402.3265,7390.1681,90,30378.00,384.763014,3.036380,62.482661,0,0.0000,0.000,1.044,0.2889,73,34,73,4.56,0,0,90,true
real,0,time@CISO,us,12,84,6,11708092.6054,111988.9333,2015827.6622,42444.5033,402.3265,7390.2026,90,30378.00,385.413543,3.686514,66.358143,0,0.0000,0.000,1.144,0.3000,73,34,73,1.29,0,0,90,true
real,0,time@ERCO,us,12,84,6,11711060.2925,114968.3814,2009921.3385,42444.5004,402.3265,7390.1951,90,30378.00,385.511235,3.784594,66.163715,0,0.0000,0.000,0.956,0.2889,73,34,73,1.38,0,0,90,true
real,0,time@ISNE,us,12,84,6,11707633.1088,111530.1456,2018632.6348,42444.5009,402.3265,7390.1914,90,30378.00,385.398417,3.671412,66.450478,0,0.0000,0.000,0.867,0.3000,73,34,73,1.38,0,0,90,true
real,0,time@NYISO,us,12,84,6,11700635.5162,104531.9725,1981983.0442,42444.5038,402.3265,7390.0684,90,30378.00,385.168066,3.441042,65.244027,0,0.0000,0.000,0.489,0.3000,73,34,73,2.01,0,0,90,true
real,0,time@PJM,us,12,84,6,11710163.2202,114059.7986,2016309.4150,42444.5028,402.3265,7390.0574,90,30378.00,385.481705,3.754684,66.374001,0,0.0000,0.000,0.533,0.3000,73,34,73,1.46,0,0,90,true
real,0,time@FPL,us,12,84,6,11711440.5039,115337.3305,2031253.0621,42444.5017,402.3266,7390.0799,90,30378.00,385.523751,3.796739,66.865925,0,0.0000,0.000,0.789,0.3000,73,34,73,1.18,0,0,90,true
