trace_mode,start_hour,policy,region_set,per_region_cap,total_capacity,deadline_margin_h,total_gco2,dynamic_gco2,attributed_gco2,total_kwh,dynamic_kwh,attributed_kwh,requests,vm_hours,gco2_per_vm_hour,dynamic_gco2_per_vm_hour,attributed_gco2_per_vm_hour,deadline_violations,violation_rate,mean_overrun_h,mean_deferral_h,max_region_share,peak_concurrency,hosts_per_region,peak_active_hosts,plan_ms,misplaced_vms,uncreated_vms,cloudlets_finished,placement_valid
real,0,space,us,12,84,48,11710298.5333,113173.2506,1745952.0370,42576.8409,534.6607,7792.3520,1000,31514.00,371.590358,3.591206,55.402425,0,0.0000,0.000,0.000,0.4830,64,34,66,2.11,0,0,1000,true
real,0,space+time,us,12,84,48,11701579.2614,105896.3251,1624562.5645,42576.8347,534.6609,7790.5870,1000,31514.00,371.313678,3.360295,51.550503,0,0.0000,0.000,36.690,0.5780,65,34,68,83.54,0,0,1000,true
real,0,time@BPAT,us,12,84,48,11706017.5348,108870.4493,1677844.8723,42576.8109,534.6607,7790.4816,1000,31514.00,371.454513,3.454669,53.241254,0,0.0000,0.000,24.206,0.5780,63,34,67,2.92,0,0,1000,true
real,0,time@CISO,us,12,84,48,11719071.4496,122029.6712,1770259.2480,42576.8141,534.6606,7791.1116,1000,31514.00,371.868739,3.872237,56.173740,0,0.0000,0.000,23.199,0.5380,64,34,66,2.32,0,0,1000,true
real,0,time@ERCO,us,12,84,48,11725597.0773,128366.0129,1858215.0768,42576.8094,534.6607,7791.0092,1000,31514.00,372.075810,4.073301,58.964748,0,0.0000,0.000,20.569,0.4920,64,34,65,2.53,0,0,1000,true
real,0,time@ISNE,us,12,84,48,11719613.4107,122775.1866,1764966.0888,42576.8108,534.6606,7790.5723,1000,31514.00,371.885937,3.895893,56.005778,0,0.0000,0.000,22.446,0.5200,62,34,64,2.82,0,0,1000,true
real,0,time@NYISO,us,12,84,48,11714077.0553,116962.4703,1706407.8867,42576.8091,534.6607,7790.7100,1000,31514.00,371.710258,3.711445,54.147613,0,0.0000,0.000,23.056,0.5310,63,34,64,3.45,0,0,1000,true
real,0,time@PJM,us,12,84,48,11719569.7150,122982.7376,1829994.0921,42576.8108,534.6607,7790.2529,1000,31514.00,371.884550,3.902479,58.069242,0,0.0000,0.000,22.262,0.5180,63,34,66,2.63,0,0,1000,true
real,0,time@FPL,us,12,84,48,11727334.8747,130837.2498,1860413.9769,42576.8109,534.6607,7789.9349,1000,31514.00,372.130954,4.151718,59.034524,0,0.0000,0.000,22.909,0.5340,63,34,66,2.56,0,0,1000,true
real,0,round-robin,us,50,350,48,11750530.4478,153379.2548,2226500.3499,42576.8454,534.6610,7792.8181,1000,31514.00,372.866994,4.867020,70.651150,0,0.0000,0.000,0.000,0.1430,64,34,66,0.26,0,0,1000,true
real,0,space,us,50,350,48,11643929.3074,46862.9532,615305.3325,42580.3240,538.1206,6757.8697,1000,31514.00,369.484334,1.487052,19.524825,0,0.0000,0.000,0.000,0.9610,64,34,48,2.19,0,0,1000,true
real,0,space+time,us,50,350,48,11640227.1029,41389.6374,495492.6423,42582.8414,540.5457,6225.3944,1000,31514.00,369.366856,1.313373,15.722937,0,0.0000,0.000,32.839,0.9790,58,34,42,98.91,0,0,1000,true
real,0,time@BPAT,us,50,350,48,11640325.5558,41443.7232,496601.8303,42582.8414,540.5457,6225.3302,1000,31514.00,369.369980,1.315089,15.758134,0,0.0000,0.000,32.308,0.9790,58,34,43,7.77,0,0,1000,true
real,0,time@CISO,us,50,350,48,19327894.1105,147692.5601,1679961.4261,68368.2942,540.8710,6194.1994,1000,31514.00,613.311357,4.686570,53.308416,0,0.0000,0.000,34.279,0.9850,56,34,40,6.97,0,0,999,false
real,0,time@ERCO,us,50,350,48,19226199.5968,175669.7110,2002193.6974,67927.1358,541.2820,6160.3385,1000,31514.00,610.084394,5.574339,63.533468,0,0.0000,0.000,32.164,0.9840,60,34,44,7.70,0,0,999,false
real,0,time@ISNE,us,50,350,48,19147176.9272,157420.4724,1741329.9877,67716.8823,541.7775,6011.1738,1000,31514.00,607.576852,4.995255,55.255759,0,0.0000,0.000,33.488,0.9910,53,34,37,12.37,0,0,999,false
real,0,time@NYISO,us,50,350,48,18724619.4850,108727.5753,1211153.7970,66449.2480,541.3741,6036.0270,1000,31514.00,594.168290,3.450136,38.432246,0,0.0000,0.000,33.659,0.9910,54,34,38,11.92,0,0,999,false
real,0,time@PJM,us,50,350,48,11773614.0931,178714.8885,1935903.1813,42583.9327,541.7808,5938.8651,1000,31514.00,373.599483,5.670968,61.429942,0,0.0000,0.000,30.119,0.9930,53,34,37,7.65,0,0,1000,true
real,0,time@FPL,us,50,350,48,11778253.2827,184770.8397,2039543.4398,42583.3969,541.1893,6047.3560,1000,31514.00,373.746693,5.863135,64.718647,0,0.0000,0.000,33.551,0.9950,54,34,38,6.99,0,0,1000,true
